time_s,alpha,emission_g_per_h,run_US_West,run_US_Central,run_US_East,run_France,run_Germany,run_Korea,run_India,run_Japan
0.0,0.5,3593.000006,3,0,2,6,0,2,0,5
3600.0,0.5,3930.0,3,0,2,7,0,4,0,4
7200.0,0.5,4546.0000199999995,4,0,1,9,0,6,0,4
10800.0,0.5,3476.0,1,0,2,12,0,3,0,5
14400.0,0.5,4272.0,2,0,5,12,2,3,0,3
18000.0,0.5,4160.00015,3,0,3,11,2,1,0,5
21600.0,0.5,3046.0,2,0,1,10,0,5,0,1
25200.0,0.5,3748.0,3,0,2,12,0,1,1,4
28800.0,0.5,3308.00003,6,0,3,12,0,2,0,1
32400.0,0.5,3257.0,7,0,2,12,0,3,0,0
36000.0,0.5,4860.0,8,0,2,12,2,2,2,0
39600.0,0.5,7361.00035,10,0,5,12,4,1,3,1
43200.0,0.5,4791.00021,8,0,6,12,2,1,0,1
46800.0,0.5,6064.0,9,0,4,12,0,1,2,3
50400.0,0.5,5300.0001,5,0,3,6,0,4,1,3
54000.0,0.5,4272.00006,4,0,1,11,0,4,1,2
57600.0,0.5,6969.00006,6,0,4,5,0,9,1,2
61200.0,0.5,9050.00016,12,0,8,12,0,7,0,6
64800.0,0.5,8114.0,12,0,3,4,0,8,0,7
68400.0,0.5,5153.0000199999995,9,0,1,7,0,7,0,3
72000.0,0.5,4623.0,12,0,4,12,0,3,0,3
75600.0,0.5,3029.0,7,0,3,12,0,4,0,0
79200.0,0.5,2000.0,8,0,2,6,0,2,0,0
82800.0,0.5,3902.0,6,0,2,12,0,3,1,2
86400.0,0.5,4037.999948,5,0,4,8,0,3,1,1
90000.0,0.5,5191.00006,5,0,4,12,3,4,0,3
93600.0,0.5,5571.00006,3,0,3,12,6,6,0,2
97200.0,0.5,5541.0,4,0,2,12,3,7,0,3
100800.0,0.5,5617.0,1,0,4,12,2,7,0,4
104400.0,0.5,5072.00012,3,0,3,10,0,6,0,4
108000.0,0.5,8000.0,2,0,8,12,0,6,2,6
111600.0,0.5,3647.0,3,0,4,12,0,3,0,2
115200.0,0.5,3136.00003,3,0,5,12,0,2,0,1
118800.0,0.5,6917.0,7,0,7,12,0,6,2,1
122400.0,0.5,4277.99997,6,0,3,12,0,3,1,1
126000.0,0.5,6827.00028,11,0,3,12,0,1,4,2
129600.0,0.5,3852.00011,6,0,4,12,0,1,1,1
133200.0,0.5,4119.0,6,0,2,9,0,0,0,5
136800.0,0.5,4292.00014,7,0,4,9,0,0,0,4
140400.0,0.5,5224.00012,7,0,2,6,0,4,0,4
144000.0,0.5,4124.00006,7,0,2,5,0,4,0,2
147600.0,0.5,5700.00004,12,0,2,6,0,7,0,2
151200.0,0.5,4093.0,11,0,4,6,0,5,0,0
154800.0,0.5,4909.00006,12,0,3,12,0,3,0,4
158400.0,0.5,3090.0,12,0,3,10,0,2,0,1
162000.0,0.5,3048.0,12,0,3,11,0,2,0,1
165600.0,0.5,2388.0,10,0,1,11,0,2,0,1
169200.0,0.5,2487.0,6,0,2,12,0,2,0,1
172800.0,0.5,3441.000011,6,0,2,11,0,2,0,3
176400.0,0.5,4922.0,7,0,3,10,0,3,0,5
180000.0,0.5,3973.00008,3,0,4,12,1,4,0,2
183600.0,0.5,4529.0,2,0,3,12,1,5,0,4
187200.0,0.5,6775.0,6,0,3,12,5,6,0,4
190800.0,0.5,9006.00024,4,0,5,12,1,6,3,8
194400.0,0.5,7083.0,4,0,4,12,1,5,3,4
198000.0,0.5,7536.0,9,0,6,12,1,5,0,5
201600.0,0.5,5042.00003,6,0,6,12,1,4,0,1
205200.0,0.5,3743.0,5,0,6,12,0,2,0,1
208800.0,0.5,5120.0,5,0,8,12,0,1,3,0
212400.0,0.5,3490.00011,4,0,6,12,0,0,1,1
216000.0,0.5,5084.00008,6,0,1,12,1,2,3,1
219600.0,0.5,4185.0,5,0,0,12,0,2,2,2
223200.0,0.5,4544.0001,5,0,1,10,0,3,1,3
226800.0,0.5,6242.00018,1,0,3,11,0,5,1,6
230400.0,0.5,5790.00012,10,0,3,8,0,4,0,4
234000.0,0.5,5671.0001,12,0,5,5,0,5,0,2
237600.0,0.5,7340.0,12,0,6,5,0,4,0,7
241200.0,0.5,6924.000120000001,9,0,6,12,0,7,0,4
244800.0,0.5,6100.0,12,0,4,6,0,6,0,4
248400.0,0.5,3935.0,11,0,4,7,0,4,0,1
252000.0,0.5,3414.0,10,0,5,12,0,3,0,0
255600.0,0.5,1685.0,7,0,0,12,0,2,0,0
259200.0,0.5,3152.000012,7,0,0,12,5,2,0,0
262800.0,0.5,4248.000120000001,4,0,1,12,6,3,0,2
266400.0,0.5,5686.00006,1,0,3,12,4,5,0,6
270000.0,0.5,4462.0,3,0,5,12,4,1,0,4
273600.0,0.5,4999.0,4,0,6,12,1,4,0,3
277200.0,0.5,5129.00009,5,0,3,12,0,6,0,3
280800.0,0.5,2158.0,3,0,1,12,0,2,0,1
284400.0,0.5,2354.0,4,0,1,10,0,2,0,1
288000.0,0.5,4658.0,9,0,3,12,0,5,0,0
291600.0,0.5,3257.0,7,0,2,12,0,3,0,0
295200.0,0.5,2425.0,4,0,1,11,0,3,0,0
298800.0,0.5,4601.0002,7,0,0,12,1,1,3,1
302400.0,0.5,3996.00002,8,0,1,12,0,0,3,0
306000.0,0.5,4086.0,8,0,3,7,0,0,1,2
309600.0,0.5,6149.00018,9,0,2,6,0,4,0,5
313200.0,0.5,5212.00012,8,0,1,7,0,4,0,4
316800.0,0.5,5438.00006,8,0,5,7,0,5,0,2
