time_s,baseline_g,auto_g,saved_g,saved_pct,alpha
8758800.0,1692.66,536.15,1156.51,68.33,0.9
8762400.0,615.54,440.43,175.11,28.45,0.7
8766000.0,849.05,338.17,510.88,60.17,0.4
8769600.0,1993.22,967.34,1025.88,51.47,0.6
8773200.0,650.11,434.04,216.06,33.23,0.6
8776800.0,1812.72,342.54,1470.18,81.1,0.9
8780400.0,6257.27,3062.7,3194.57,51.05,0.6
8784000.0,2135.22,432.75,1702.47,79.73,0.5
8787600.0,7972.99,2614.47,5358.52,67.21,0.5
8791200.0,4677.71,3705.83,971.89,20.78,0.4
8794800.0,5437.39,945.69,4491.71,82.61,0.4
8798400.0,2542.4,125.45,2416.96,95.07,0.6
8802000.0,1981.84,670.12,1311.72,66.19,0.5
8805600.0,6915.0,1920.1,4994.9,72.23,0.5
8809200.0,2832.25,642.0,2190.25,77.33,0.5
8812800.0,1879.12,70.57,1808.56,96.24,0.4
8816400.0,2135.77,1336.05,799.72,37.44,0.6
8820000.0,3200.11,2841.05,359.06,11.22,0.2
8823600.0,975.37,54.9,920.47,94.37,0.6
8827200.0,1980.06,871.29,1108.77,56.0,0.2
8830800.0,4839.2,3073.64,1765.55,36.48,0.4
8834400.0,4007.23,2165.86,1841.37,45.95,0.7
8838000.0,3920.33,2550.53,1369.79,34.94,0.7
8841600.0,3146.44,867.24,2279.2,72.44,0.7
8845200.0,4416.84,1185.97,3230.88,73.15,0.5
8848800.0,1092.32,387.84,704.49,64.49,0.8
8852400.0,1305.18,656.42,648.76,49.71,0.5
8856000.0,2118.7,1021.07,1097.63,51.81,0.4
8859600.0,2939.44,391.14,2548.31,86.69,0.7
8863200.0,7680.51,4181.65,3498.86,45.56,0.6
8866800.0,2055.24,672.15,1383.09,67.3,0.4
8870400.0,3448.23,890.14,2558.09,74.19,0.5
8874000.0,3460.17,1908.86,1551.31,44.83,0.5
8877600.0,3764.65,659.27,3105.38,82.49,0.7
8881200.0,3826.0,302.54,3523.46,92.09,0.6
8884800.0,1484.93,192.79,1292.14,87.02,0.5
8888400.0,2900.06,1021.35,1878.71,64.78,0.4
8892000.0,3948.07,677.81,3270.26,82.83,0.4
8895600.0,3952.44,1851.81,2100.63,53.15,0.5
8899200.0,4916.81,1620.85,3295.96,67.03,0.1
8902800.0,3269.82,1438.2,1831.62,56.02,0.6
8906400.0,5819.37,2707.88,3111.49,53.47,0.5
8910000.0,5065.32,3573.9,1491.41,29.44,0.7
8913600.0,1682.31,542.61,1139.7,67.75,0.8
8917200.0,1662.49,1662.49,0.0,0.0,0.0
8920800.0,695.91,400.62,295.29,42.43,0.4
8924400.0,3105.31,170.28,2935.02,94.52,0.6
8928000.0,1266.48,985.9,280.57,22.15,0.6
8931600.0,2303.1,1137.94,1165.16,50.59,0.6
8935200.0,1342.03,1170.9,171.13,12.75,0.8
8938800.0,2819.05,2076.69,742.36,26.33,0.7
8942400.0,3389.3,1903.76,1485.54,43.83,0.7
8946000.0,783.36,460.36,322.99,41.23,0.4
8949600.0,3274.08,1030.62,2243.46,68.52,0.6
8953200.0,1389.26,213.37,1175.89,84.64,0.6
8956800.0,5535.89,3031.71,2504.18,45.24,0.5
8960400.0,7225.64,4330.87,2894.77,40.06,0.5
8964000.0,41.67,16.42,25.25,60.6,0.1
8967600.0,3863.93,1788.36,2075.58,53.72,0.4
8971200.0,4334.3,1901.74,2432.56,56.12,0.4
8974800.0,9812.71,2123.41,7689.3,78.36,0.4
8978400.0,2596.2,814.22,1781.99,68.64,0.6
8982000.0,837.74,345.06,492.68,58.81,0.8
8985600.0,1496.0,186.24,1309.76,87.55,0.2
8989200.0,1825.9,164.73,1661.17,90.98,0.4
8992800.0,3377.96,355.85,3022.12,89.47,0.4
8996400.0,1428.79,1031.04,397.75,27.84,0.5
9000000.0,1865.69,566.83,1298.86,69.62,0.6
9003600.0,443.28,346.98,96.29,21.72,0.6
9007200.0,3155.24,1989.03,1166.21,36.96,0.6
9010800.0,2321.48,1114.33,1207.14,52.0,0.7
9014400.0,2782.1,1391.8,1390.31,49.97,0.6
9018000.0,622.72,532.31,90.41,14.52,0.7
9021600.0,929.01,470.77,458.24,49.33,0.6
9025200.0,1139.75,619.09,520.66,45.68,0.7
9028800.0,335.44,331.25,4.19,1.25,0.2
9032400.0,2775.5,781.47,1994.03,71.84,0.5
9036000.0,3000.05,1198.38,1801.67,60.05,0.6
9039600.0,1158.88,374.24,784.64,67.71,0.7
9043200.0,3465.22,704.26,2760.97,79.68,0.6
9046800.0,3278.21,935.25,2342.95,71.47,0.4
9050400.0,3831.05,892.66,2938.4,76.7,0.6
9054000.0,3968.25,999.05,2969.2,74.82,0.8
9057600.0,1345.49,345.37,1000.12,74.33,0.7
9061200.0,3130.83,207.06,2923.77,93.39,0.4
9064800.0,2689.29,1178.48,1510.8,56.18,0.5
9068400.0,8454.44,1940.93,6513.52,77.04,0.5
9072000.0,2616.61,125.95,2490.66,95.19,0.4
9075600.0,1053.85,702.38,351.47,33.35,0.8
9079200.0,4601.4,2309.76,2291.64,49.8,0.5
9082800.0,1426.35,805.04,621.31,43.56,0.6
9086400.0,3485.06,1354.83,2130.24,61.12,0.4
9090000.0,1907.13,1403.26,503.87,26.42,0.7
9093600.0,2348.4,1996.0,352.4,15.01,0.6
9097200.0,7145.26,4358.18,2787.08,39.01,0.6
9100800.0,2187.08,1318.02,869.06,39.74,0.1
9104400.0,1321.24,710.33,610.91,46.24,0.1
9108000.0,4483.37,1197.55,3285.83,73.29,0.6
9111600.0,963.67,958.51,5.16,0.54,0.2
9115200.0,3969.72,1784.85,2184.86,55.04,0.5
9118800.0,871.55,642.55,229.0,26.27,0.7
9122400.0,1992.59,307.87,1684.71,84.55,0.7
9126000.0,3563.79,1378.23,2185.57,61.33,0.6
9129600.0,3525.63,1194.05,2331.59,66.13,0.5
9133200.0,2676.38,329.13,2347.25,87.7,0.6
9136800.0,2447.74,1493.55,954.2,38.98,0.5
9140400.0,2123.89,367.52,1756.37,82.7,0.4
9144000.0,4452.6,1956.51,2496.1,56.06,0.4
9147600.0,4806.97,1296.56,3510.41,73.03,0.4
9151200.0,1921.29,57.17,1864.12,97.02,0.4
9154800.0,5164.81,949.63,4215.18,81.61,0.4
9158400.0,2110.18,605.19,1504.99,71.32,0.5
9162000.0,4370.54,2357.73,2012.81,46.05,0.5
9165600.0,3435.8,1794.79,1641.0,47.76,0.6
9169200.0,1881.86,1203.46,678.4,36.05,0.6
9172800.0,2685.32,2097.67,587.65,21.88,0.5
9176400.0,3458.59,1629.57,1829.02,52.88,0.6
9180000.0,2504.64,446.42,2058.22,82.18,0.6
9183600.0,5452.25,4394.27,1057.98,19.4,0.8
9187200.0,5120.7,2732.75,2387.95,46.63,0.6
9190800.0,3570.0,1831.27,1738.73,48.7,0.6
9194400.0,6574.46,2241.59,4332.86,65.9,0.7
9198000.0,5064.06,2603.15,2460.91,48.6,0.7
9201600.0,4973.9,2424.88,2549.02,51.25,0.5
9205200.0,3527.44,2370.46,1156.98,32.8,0.7
9208800.0,4424.73,1185.4,3239.32,73.21,0.6
9212400.0,476.8,80.76,396.04,83.06,0.5
9216000.0,4659.04,1826.44,2832.61,60.8,0.5
9219600.0,2387.49,1345.76,1041.73,43.63,0.5
9223200.0,3299.78,1931.88,1367.89,41.45,0.6
9226800.0,7009.54,1186.73,5822.81,83.07,0.4
9230400.0,2386.59,900.76,1485.83,62.26,0.1
9234000.0,6800.15,197.67,6602.48,97.09,0.4
9237600.0,96.98,79.59,17.39,17.93,0.6
9241200.0,4336.88,1226.5,3110.38,71.72,0.5
9244800.0,2817.55,1065.66,1751.89,62.18,0.4
9248400.0,2130.89,839.49,1291.39,60.6,0.7
9252000.0,984.32,224.89,759.43,77.15,0.4
9255600.0,5235.25,1587.73,3647.52,69.67,0.5
9259200.0,3656.44,1498.94,2157.51,59.01,0.6
9262800.0,1238.5,1071.11,167.39,13.52,0.5
9266400.0,7129.13,4178.35,2950.79,41.39,0.6
9270000.0,3345.45,1928.28,1417.17,42.36,0.8
9273600.0,646.12,331.09,315.03,48.76,0.6
9277200.0,1881.89,1210.9,670.99,35.66,0.6
9280800.0,3306.73,1521.62,1785.11,53.98,0.6
9284400.0,262.73,233.56,29.17,11.1,0.1
9288000.0,1395.93,722.02,673.91,48.28,0.6
9291600.0,1566.33,415.9,1150.43,73.45,0.6
9295200.0,719.69,197.32,522.36,72.58,0.6
9298800.0,9237.66,3359.27,5878.38,63.64,0.4
9302400.0,5317.39,965.69,4351.7,81.84,0.6
9306000.0,815.1,290.22,524.88,64.39,0.5
9309600.0,2973.19,1466.1,1507.09,50.69,0.5
9313200.0,186.21,136.35,49.85,26.77,0.7
9316800.0,1759.46,128.23,1631.24,92.71,0.6
9320400.0,2484.88,1052.73,1432.15,57.63,0.5
9324000.0,1679.06,676.68,1002.38,59.7,0.4
9327600.0,9991.63,2487.97,7503.66,75.1,0.5
9331200.0,3496.79,880.25,2616.54,74.83,0.6
9334800.0,3162.49,732.27,2430.22,76.85,0.4
9338400.0,956.73,313.71,643.02,67.21,0.6
9342000.0,1853.83,1012.11,841.71,45.4,0.5
9345600.0,2168.08,1009.62,1158.46,53.43,0.6
9349200.0,2467.96,405.38,2062.58,83.57,0.6
9352800.0,2997.69,2040.13,957.55,31.94,0.6
9356400.0,1957.34,874.43,1082.9,55.33,0.6
9360000.0,832.23,818.85,13.38,1.61,0.4
9363600.0,2145.72,1293.44,852.28,39.72,0.6
9367200.0,1486.97,1404.92,82.05,5.52,0.2
9370800.0,1263.38,146.6,1116.78,88.4,0.8
9374400.0,613.45,230.79,382.66,62.38,0.4
9378000.0,907.86,121.18,786.67,86.65,0.6
9381600.0,926.6,142.14,784.46,84.66,0.6
9385200.0,5456.24,519.3,4936.94,90.48,0.5
9388800.0,2679.12,477.15,2201.97,82.19,0.5
9392400.0,7997.96,3312.93,4685.03,58.58,0.5
9396000.0,1221.96,804.72,417.24,34.15,0.4
9399600.0,5159.14,2695.59,2463.55,47.75,0.5
9403200.0,4568.69,359.56,4209.14,92.13,0.5
9406800.0,8755.21,525.32,8229.89,94.0,0.4
9410400.0,2417.86,1089.72,1328.13,54.93,0.7
9414000.0,1577.27,285.28,1291.98,81.91,0.4
9417600.0,2719.95,746.81,1973.14,72.54,0.6
9421200.0,4502.44,1553.53,2948.91,65.5,0.7
9424800.0,4815.59,2505.42,2310.17,47.97,0.5
9428400.0,3964.4,2952.24,1012.16,25.53,0.5
9432000.0,2251.01,1915.46,335.55,14.91,0.7
9435600.0,1794.46,912.66,881.8,49.14,0.5
9439200.0,826.35,757.46,68.89,8.34,0.6
9442800.0,6173.21,3312.62,2860.59,46.34,0.6
9446400.0,3601.47,1309.64,2291.83,63.64,0.7
9450000.0,3032.79,1024.07,2008.72,66.23,0.6
9453600.0,767.98,318.48,449.5,58.53,0.4
9457200.0,1007.98,972.0,35.98,3.57,0.4
9460800.0,1197.75,453.91,743.84,62.1,0.6
9464400.0,430.78,125.53,305.25,70.86,0.6
9468000.0,790.29,222.68,567.6,71.82,0.5
9471600.0,615.3,64.55,550.76,89.51,0.6
9475200.0,6138.54,618.34,5520.2,89.93,0.5
9478800.0,2386.35,1070.4,1315.94,55.14,0.4
9482400.0,3059.61,1234.51,1825.1,59.65,0.5
9486000.0,2747.77,824.78,1922.99,69.98,0.5
9489600.0,4995.57,1008.7,3986.86,79.81,0.4
9493200.0,1668.63,686.03,982.59,58.89,0.6
9496800.0,4216.24,1146.32,3069.92,72.81,0.5
9500400.0,2338.38,273.91,2064.47,88.29,0.4
9504000.0,6187.94,1586.92,4601.01,74.35,0.5
9507600.0,1067.01,182.92,884.09,82.86,0.5
9511200.0,3208.55,538.46,2670.09,83.22,0.5
9514800.0,286.74,236.24,50.5,17.61,0.6
9518400.0,2699.56,1007.96,1691.6,62.66,0.5
9522000.0,1707.65,986.25,721.4,42.25,0.3
9525600.0,3217.2,484.4,2732.8,84.94,0.6
9529200.0,3852.11,1760.72,2091.39,54.29,0.4
9532800.0,3133.27,2000.17,1133.09,36.16,0.7
9536400.0,6105.12,2949.31,3155.81,51.69,0.5
9540000.0,2326.81,806.52,1520.29,65.34,0.6
9543600.0,1150.81,499.52,651.29,56.59,0.7
9547200.0,541.82,218.04,323.78,59.76,0.4
9550800.0,1067.59,240.87,826.72,77.44,0.7
9554400.0,4792.13,2541.01,2251.11,46.98,0.6
9558000.0,4255.35,1060.81,3194.54,75.07,0.9
9561600.0,3922.19,1576.8,2345.39,59.8,0.5
9565200.0,4814.24,259.96,4554.28,94.6,0.5
9568800.0,5077.14,384.7,4692.43,92.42,0.8
9572400.0,1848.45,736.91,1111.54,60.13,0.4
9576000.0,3387.69,826.19,2561.5,75.61,0.1
9579600.0,3386.17,987.71,2398.46,70.83,0.5
9583200.0,952.32,177.89,774.43,81.32,0.4
9586800.0,11033.36,6529.79,4503.57,40.82,0.5
9590400.0,3703.47,955.01,2748.46,74.21,0.6
9594000.0,2940.69,2173.01,767.68,26.11,0.8
9597600.0,4123.28,444.25,3679.02,89.23,0.4
9601200.0,1792.56,1375.21,417.35,23.28,0.4
9604800.0,1309.47,156.56,1152.91,88.04,0.4
9608400.0,2964.74,1258.68,1706.06,57.54,0.5
9612000.0,607.02,162.35,444.67,73.25,0.6
9615600.0,4712.09,1502.52,3209.57,68.11,0.6
9619200.0,2212.33,1954.82,257.51,11.64,0.7
9622800.0,2623.32,2456.11,167.21,6.37,0.6
9626400.0,4311.64,1483.32,2828.31,65.6,0.4
9630000.0,773.09,439.27,333.82,43.18,0.6
9633600.0,61.65,23.03,38.62,62.65,0.5
9637200.0,3352.38,1014.09,2338.29,69.75,0.7
9640800.0,5754.7,2095.32,3659.38,63.59,0.4
9644400.0,6236.54,717.48,5519.06,88.5,0.6
9648000.0,3187.94,1220.73,1967.21,61.71,0.5
9651600.0,1405.93,1205.64,200.29,14.25,0.6
9655200.0,3403.36,863.83,2539.53,74.62,0.4
9658800.0,2819.65,408.35,2411.3,85.52,0.6
9662400.0,3163.42,1022.78,2140.63,67.67,0.5
9666000.0,2978.52,1952.84,1025.68,34.44,0.6
9669600.0,3856.21,641.96,3214.25,83.35,0.4
9673200.0,2955.87,1279.73,1676.14,56.71,0.1
9676800.0,1186.38,500.62,685.76,57.8,0.7
9680400.0,3662.46,1387.52,2274.95,62.12,0.5
9684000.0,2997.73,963.73,2034.01,67.85,0.4
9687600.0,2870.93,1289.62,1581.31,55.08,0.4
9691200.0,3462.54,1282.14,2180.4,62.97,0.1
9694800.0,1942.92,252.46,1690.46,87.01,0.6
9698400.0,2173.81,242.5,1931.31,88.84,0.6
9702000.0,1665.93,1257.41,408.52,24.52,0.5
9705600.0,1738.26,1023.85,714.41,41.1,0.4
9709200.0,3598.87,2151.76,1447.11,40.21,0.7
9712800.0,2427.18,546.32,1880.86,77.49,0.5
9716400.0,7.14,1.67,5.46,76.54,0.4
9720000.0,5920.79,3482.35,2438.44,41.18,0.6
9723600.0,2575.52,785.1,1790.42,69.52,0.5
9727200.0,1083.43,197.82,885.61,81.74,0.6
9730800.0,3739.53,521.32,3218.21,86.06,0.9
9734400.0,3929.86,1771.45,2158.4,54.92,0.7
9738000.0,3844.33,857.19,2987.14,77.7,0.6
9741600.0,1587.1,968.71,618.38,38.96,0.5
9745200.0,6316.92,598.04,5718.88,90.53,0.5
9748800.0,2012.62,114.94,1897.68,94.29,0.6
9752400.0,6750.6,1958.61,4792.0,70.99,0.4
9756000.0,2638.11,85.95,2552.16,96.74,0.4
9759600.0,4375.22,1013.92,3361.29,76.83,0.6
9763200.0,2364.95,884.14,1480.81,62.61,0.4
9766800.0,1543.78,743.46,800.32,51.84,0.7
9770400.0,3014.63,907.67,2106.96,69.89,0.7
9774000.0,207.09,189.04,18.05,8.72,0.1
9777600.0,734.19,135.5,598.68,81.54,0.1
9781200.0,1045.73,401.62,644.11,61.59,0.5
9784800.0,2244.39,1355.83,888.56,39.59,0.5
9788400.0,3596.01,1473.66,2122.34,59.02,0.5
9792000.0,2680.73,1828.31,852.42,31.8,0.1
9795600.0,551.12,383.61,167.51,30.39,0.4
9799200.0,1826.2,823.89,1002.3,54.88,0.4
9802800.0,1025.32,592.6,432.72,42.2,0.4
9806400.0,1310.78,664.32,646.46,49.32,0.6
9810000.0,645.2,224.39,420.81,65.22,0.7
9813600.0,2041.44,277.7,1763.74,86.4,0.7
9817200.0,4307.27,1253.2,3054.07,70.9,0.4
9820800.0,4246.91,428.16,3818.75,89.92,0.8
9824400.0,3417.42,1039.28,2378.14,69.59,0.5
9828000.0,3992.82,330.98,3661.84,91.71,0.7
9831600.0,3385.37,1740.93,1644.43,48.57,0.7
9835200.0,2290.23,1076.77,1213.47,52.98,0.5
9838800.0,2304.62,421.52,1883.11,81.71,0.7
9842400.0,5761.67,879.93,4881.73,84.73,0.1
9846000.0,2233.81,1269.52,964.29,43.17,0.5
9849600.0,3905.58,1438.56,2467.02,63.17,0.6
9853200.0,2821.06,1387.12,1433.94,50.83,0.6
9856800.0,1694.87,1254.54,440.34,25.98,0.1
9860400.0,1872.85,1649.83,223.03,11.91,0.7
9864000.0,2084.96,285.93,1799.03,86.29,0.1
9867600.0,2343.98,489.19,1854.8,79.13,0.6
9871200.0,1368.42,1106.26,262.16,19.16,0.6
9874800.0,1434.02,1317.15,116.88,8.15,0.6
9878400.0,1168.91,872.74,296.17,25.34,0.9
9882000.0,3677.99,1702.03,1975.96,53.72,0.7
9885600.0,4084.17,2140.9,1943.27,47.58,0.4
9889200.0,5305.76,3114.75,2191.01,41.3,0.8
9892800.0,477.56,148.06,329.5,69.0,0.4
9896400.0,1153.99,387.28,766.71,66.44,0.2
9900000.0,426.64,92.93,333.71,78.22,0.6
9903600.0,1215.67,154.98,1060.7,87.25,0.7
9907200.0,6903.89,3538.02,3365.87,48.75,0.5
9910800.0,6570.24,2002.97,4567.28,69.51,0.4
9914400.0,2261.59,784.2,1477.39,65.33,0.5
9918000.0,3326.26,106.67,3219.59,96.79,0.4
9921600.0,6687.02,2291.74,4395.29,65.73,0.5
9925200.0,6283.0,1040.14,5242.86,83.45,0.8
9928800.0,8182.18,2012.95,6169.23,75.4,0.5
9932400.0,486.53,483.51,3.01,0.62,0.4
9936000.0,4476.9,1372.05,3104.85,69.35,0.7
9939600.0,407.98,263.87,144.11,35.32,0.8
9943200.0,2357.98,860.72,1497.26,63.5,0.1
9946800.0,1652.65,663.08,989.57,59.88,0.8
9950400.0,3097.46,2486.27,611.19,19.73,0.8
9954000.0,1869.82,495.67,1374.15,73.49,0.6
9957600.0,3311.38,402.81,2908.56,87.84,0.4
9961200.0,3535.6,3087.7,447.9,12.67,0.7
9964800.0,1803.55,1386.53,417.02,23.12,0.7
9968400.0,3289.97,1455.22,1834.74,55.77,0.5
9972000.0,2792.69,782.42,2010.27,71.98,0.7
9975600.0,2177.32,1455.69,721.63,33.14,0.4
9979200.0,382.02,221.94,160.08,41.9,0.6
9982800.0,2114.88,1291.57,823.31,38.93,0.4
9986400.0,1642.66,210.1,1432.57,87.21,0.7
9990000.0,1518.91,261.38,1257.53,82.79,0.8
9993600.0,6021.84,4078.98,1942.86,32.26,0.6
9997200.0,626.17,90.27,535.9,85.58,0.7
10000800.0,3674.58,2534.6,1139.99,31.02,0.4
10004400.0,4510.11,308.63,4201.47,93.16,0.4
10008000.0,2397.23,320.8,2076.43,86.62,0.4
10011600.0,1577.37,765.88,811.5,51.45,0.4
10015200.0,1446.26,524.7,921.56,63.72,0.4
10018800.0,2083.13,932.88,1150.25,55.22,0.5
10022400.0,2440.33,574.14,1866.2,76.47,0.4
10026000.0,2328.21,1499.97,828.24,35.57,0.5
10029600.0,54.36,17.71,36.65,67.42,0.8
10033200.0,1821.69,1182.02,639.67,35.11,0.5
10036800.0,1731.89,63.98,1667.91,96.31,0.6
10040400.0,1464.65,153.89,1310.75,89.49,0.6
10044000.0,1270.54,869.06,401.48,31.6,0.6
10047600.0,2610.79,1439.22,1171.57,44.87,0.7
10051200.0,3593.63,2495.09,1098.54,30.57,0.5
10054800.0,1956.39,726.64,1229.75,62.86,0.7
10058400.0,1181.95,82.37,1099.58,93.03,0.6
10062000.0,2057.44,608.1,1449.34,70.44,0.7
10065600.0,533.49,287.62,245.86,46.09,0.8
10069200.0,3215.1,515.21,2699.9,83.98,0.9
10072800.0,4733.82,2486.4,2247.42,47.48,0.5
10076400.0,5751.7,2744.94,3006.76,52.28,0.5
10080000.0,2036.36,1125.83,910.53,44.71,0.5
10083600.0,4884.71,2164.66,2720.06,55.69,0.5
10087200.0,5250.21,1879.9,3370.31,64.19,0.7
10090800.0,2565.16,1231.39,1333.76,52.0,0.6
10094400.0,2322.86,1427.16,895.7,38.56,0.5
10098000.0,5343.59,1287.8,4055.78,75.9,0.4
10101600.0,1522.85,660.59,862.27,56.62,0.4
10105200.0,3320.64,143.3,3177.34,95.68,0.4
10108800.0,1727.96,1062.49,665.47,38.51,0.6
10112400.0,5882.19,2368.57,3513.63,59.73,0.1
10116000.0,1503.21,308.58,1194.64,79.47,0.4
10119600.0,6342.11,1865.35,4476.76,70.59,0.4
10123200.0,1742.63,1172.47,570.16,32.72,0.1
10126800.0,1718.64,326.77,1391.87,80.99,0.4
10130400.0,2589.28,1738.18,851.1,32.87,0.1
10134000.0,3382.4,861.49,2520.9,74.53,0.4
10137600.0,3104.8,1921.5,1183.29,38.11,0.6
10141200.0,2219.88,1129.26,1090.62,49.13,0.6
10144800.0,2270.53,77.89,2192.65,96.57,0.7
10148400.0,4352.56,1322.13,3030.44,69.62,0.6
10152000.0,3032.66,1007.78,2024.88,66.77,0.6
10155600.0,4256.1,1818.96,2437.14,57.26,0.4
10159200.0,1170.71,489.07,681.63,58.22,0.6
10162800.0,5374.65,1871.75,3502.9,65.17,0.6
10166400.0,2205.49,1546.56,658.92,29.88,0.8
10170000.0,2000.13,494.65,1505.49,75.27,0.6
10173600.0,5658.86,2159.87,3499.0,61.83,0.4
10177200.0,2140.85,266.2,1874.65,87.57,0.6
10180800.0,2700.87,746.84,1954.03,72.35,0.7
10184400.0,1840.02,188.15,1651.88,89.77,0.1
10188000.0,5881.47,669.95,5211.52,88.61,0.4
10191600.0,2916.78,1173.18,1743.6,59.78,0.5
10195200.0,3135.81,1083.38,2052.44,65.45,0.5
10198800.0,983.39,1774.57,-791.19,-80.46,0.5
10202400.0,4426.67,1948.23,2478.43,55.99,0.5
10206000.0,4878.57,2855.81,2022.76,41.46,0.5
10209600.0,4538.54,2683.42,1855.12,40.87,0.5
10213200.0,5804.71,3702.65,2102.06,36.21,0.6
10216800.0,1955.96,860.12,1095.84,56.03,0.6
10220400.0,2528.64,2067.84,460.8,18.22,0.1
10224000.0,1120.16,575.69,544.47,48.61,0.5
10227600.0,6007.7,2648.26,3359.44,55.92,0.4
10231200.0,2585.78,1828.71,757.07,29.28,0.5
10234800.0,1552.24,655.22,897.01,57.79,0.6
10238400.0,69.85,52.09,17.76,25.42,0.5
10242000.0,4574.32,836.92,3737.4,81.7,0.7
10245600.0,2814.81,1661.55,1153.26,40.97,0.4
10249200.0,3124.06,951.31,2172.75,69.55,0.7
10252800.0,2459.91,440.24,2019.66,82.1,0.6
10256400.0,3633.58,2313.58,1320.0,36.33,0.5
10260000.0,3149.96,1286.19,1863.77,59.17,0.4
10263600.0,4010.72,1497.37,2513.36,62.67,0.5
10267200.0,3371.88,95.55,3276.33,97.17,0.4
10270800.0,4684.69,753.37,3931.32,83.92,0.5
10274400.0,1398.72,130.2,1268.51,90.69,0.6
10278000.0,1235.17,818.29,416.87,33.75,0.7
10281600.0,801.32,259.68,541.64,67.59,0.7
10285200.0,824.85,785.08,39.76,4.82,0.9
10288800.0,574.67,35.52,539.15,93.82,0.1
10292400.0,4323.16,1998.6,2324.57,53.77,0.1
10296000.0,3264.37,793.24,2471.13,75.7,0.4
10299600.0,2946.44,1426.82,1519.62,51.57,0.4
10303200.0,5552.31,4234.59,1317.72,23.73,0.4
10306800.0,2227.83,1098.08,1129.75,50.71,0.6
10310400.0,1141.04,792.27,348.77,30.57,0.4
10314000.0,4180.13,3174.55,1005.58,24.06,0.4
10317600.0,2321.13,1228.34,1092.79,47.08,0.4
10321200.0,1705.58,672.46,1033.12,60.57,0.4
10324800.0,4157.53,346.78,3810.75,91.66,0.4
10328400.0,1960.61,313.4,1647.22,84.02,0.6
10332000.0,3592.14,875.96,2716.18,75.61,0.6
10335600.0,2620.8,1034.57,1586.24,60.52,0.8
10339200.0,8135.79,2975.93,5159.86,63.42,0.5
10342800.0,2817.68,1242.76,1574.93,55.89,0.7
10346400.0,4755.72,2046.57,2709.15,56.97,0.4
10350000.0,3011.77,504.32,2507.45,83.26,0.4
10353600.0,1492.31,196.03,1296.28,86.86,0.5
10357200.0,476.92,136.13,340.79,71.46,0.3
10360800.0,4298.03,796.9,3501.13,81.46,0.4
10364400.0,9207.82,3012.6,6195.22,67.28,0.4
10368000.0,224.95,49.1,175.85,78.17,0.6
10371600.0,406.27,243.75,162.52,40.0,0.6
10375200.0,1908.82,1043.81,865.01,45.32,0.5
10378800.0,4270.55,1869.38,2401.17,56.23,0.5
10382400.0,3245.41,1005.83,2239.59,69.01,0.6
10386000.0,3366.1,1007.0,2359.1,70.08,0.5
10389600.0,4599.91,3521.38,1078.53,23.45,0.6
10393200.0,4323.9,3585.9,738.0,17.07,0.4
10396800.0,6462.38,3947.72,2514.66,38.91,0.7
10400400.0,3565.08,2154.3,1410.78,39.57,0.6
10404000.0,1877.12,1026.48,850.63,45.32,0.6
10407600.0,655.03,393.53,261.5,39.92,0.6
10411200.0,3204.43,1630.51,1573.92,49.12,0.5
10414800.0,1248.56,625.51,623.05,49.9,0.6
10418400.0,1615.75,615.5,1000.26,61.91,0.6
10422000.0,5379.81,412.91,4966.9,92.32,0.4
10425600.0,11232.36,4313.38,6918.98,61.6,0.5
10429200.0,7909.7,3116.43,4793.27,60.6,0.4
10432800.0,9482.7,1967.39,7515.31,79.25,0.4
10436400.0,915.43,234.78,680.65,74.35,0.5
10440000.0,3392.02,776.4,2615.62,77.11,0.5
10443600.0,1491.68,1316.63,175.05,11.73,0.6
10447200.0,883.33,214.89,668.44,75.67,0.3
10450800.0,2312.04,289.07,2022.98,87.5,0.6
10454400.0,1208.42,810.16,398.26,32.96,0.3
10458000.0,414.28,348.39,65.89,15.91,0.4
10461600.0,2631.93,2263.57,368.36,14.0,0.5
10465200.0,959.15,450.71,508.44,53.01,0.5
10468800.0,1508.63,552.46,956.17,63.38,0.6
10472400.0,1730.56,545.11,1185.45,68.5,0.5
10476000.0,3721.17,2537.86,1183.31,31.8,0.5
10479600.0,2984.87,1451.81,1533.07,51.36,0.7
10483200.0,2338.08,470.07,1868.01,79.9,0.6
10486800.0,3563.68,2408.05,1155.63,32.43,0.5
10490400.0,2497.71,1791.73,705.98,28.27,0.6
10494000.0,1207.5,86.14,1121.37,92.87,0.7
10497600.0,2379.93,763.5,1616.43,67.92,0.4
10501200.0,111.63,108.31,3.31,2.97,0.5
10504800.0,2897.98,1129.52,1768.46,61.02,0.6
10508400.0,4005.88,2100.8,1905.08,47.56,0.6
10512000.0,1062.98,122.19,940.79,88.5,0.5
10515600.0,10880.18,2895.48,7984.7,73.39,0.4
10519200.0,2826.23,757.53,2068.7,73.2,0.5
10522800.0,8713.86,2668.22,6045.64,69.38,0.6
10526400.0,5062.93,690.64,4372.3,86.36,0.4
10530000.0,3388.24,1551.53,1836.71,54.21,0.5
10533600.0,1164.82,32.17,1132.65,97.24,0.4
10537200.0,1067.54,147.91,919.62,86.14,0.6
10540800.0,1347.24,469.85,877.39,65.12,0.4
10544400.0,1456.14,86.72,1369.42,94.04,0.7
10548000.0,570.71,133.4,437.31,76.63,0.8
